Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20160130,21400,2016,3/31/2016 6:55 PM,4805,EXPLORER PIPELINE CO,CONROE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CONROE,MONTGOMERY,TX,30.26632292,-95.35229277,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,960,,534,426,NO,NO,YES,3/31/2016 19:02,4/1/2016 13:18,0,,,,,,,,,,,,,1000,16000,0,277168,1708000,0,2002168
20160135,22043,2016,4/2/2016 12:32 PM,32334,TC OIL PIPELINE OPERATIONS INC,KEYSTONE PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,,HUTCHINSON,SD,43.240356,-97.459258,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",400,,400,0,NO,NO,YES,4/2/2016 12:50,4/10/2016 9:00,0,,,,,,,,,,,,,1446227,11620,732618,1608352,5269522,0,9068339
20160137,21570,2016,4/4/2016 2:03 PM,9175,JAYHAWK PIPELINE LLC,VICTORIA SPUR,ONSHORE,UNDERGROUND,CRUDE OIL,,,,ELLIS,KS,38.852094,-99.132413,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,65.3,,0,65.3,NO,NO,YES,4/4/2016 14:03,5/4/2016 10:00,0,,,,,,,,,,,,,3000,1920,1000,6900,15000,12346,40166
20160121,21326,2016,4/4/2016 3:30 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN PERTH AMBOY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PERTH AMBOY,MIDDLESEX,NJ,40.523327,-74.256013,CORROSION,EXTERNAL,0.24,,0.24,0,NO,NO,NO,,,0,,,,,,,,,,,,,5000,0,0,0,30000,0,35000
20160139,21461,2016,4/6/2016 9:35 AM,31957,KINDER MORGAN WINK PIPELINE LLC ,WINK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WINK,WINKLER,TX,31.771673,-103.178171,CORROSION,INTERNAL,4,,4,0,NO,NO,YES,4/6/2016 9:35,4/13/2016 8:30,0,,,,,,,,,,,,,10000,160,0,0,13000,0,23160
20160140,21561,2016,4/10/2016 7:10 PM,31672,"CHAPARRAL ENERGY, LLC",TEXOK CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,,BEAVER COUNTY,OK,36.765308,-100.591781,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,100.1,850,0,100.1,NO,NO,YES,4/10/2016 19:45,4/13/2016 10:00,0,,,,,,,,,,,,,6000,1000,1500,0,0,0,8500
20160129,21342,2016,4/11/2016 10:09 PM,31174,"SHELL PIPELINE CO., L.P.","E. HOUSTON TO PT. NECHES 20""",ONSHORE,UNDERGROUND,CRUDE OIL,,,CROSBY,HARRIS,TX,29.8567,-94.9945,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2.1,,2.1,0,NO,NO,YES,4/11/2016 22:09,4/13/2016 8:00,0,,,,,,,,,,,,,75000,0,0,50000,0,0,125000
20160136,21440,2016,4/12/2016 8:45 AM,32678,KINDER MORGAN CRUDE AND CONDENSATE LLC,WHARTON PUMP STATION ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CONDENSATE,WHARTON ,WHARTON ,TX,29.317764,-96.02161,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.4,,1.4,0,NO,NO,YES,4/12/2016 9:02,4/12/2016 10:56,0,,,,,,,,,,,,,0,0,0,2200,0,0,2200
20160143,22001,2016,4/12/2016 11:00 AM,30782,HARVEST PIPELINE COMPANY,KARNES STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,KARNES COUNTY,KARNES COUNTY,TX,28.84642,-98.08712,CORROSION,INTERNAL,50,,45,5,NO,NO,YES,4/12/2016 11:00,4/13/2016 11:30,0,,,,,,,,,,,,,40000,2000,0,5000,20000,0,67000
20160145,21568,2016,4/14/2016 1:02 PM,31476,ROSE ROCK MIDSTREAM L.P.,CUNNINGHAM STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,,KINGMAN,KS,37.679044,-98.439387,CORROSION,INTERNAL,4,,4,0,NO,NO,YES,4/14/2016 13:05,,0,,,,,,,,,,,,,6000,600,500,1500,250,0,8850
20160141,21365,2016,4/15/2016 11:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,ONSHORE,TANK,CRUDE OIL,,,JONES CREEK,BRAZORIA,TX,28.951037,-95.433298,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,39428,40,0,0,0,0,39468
20160138,21359,2016,4/15/2016 6:10 PM,2552,COLONIAL PIPELINE CO,LINE 01,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,HEFLIN ,CLEBURNE,AL,33.6594,-85.4649,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,14.29,,5.71,8.58,NO,NO,YES,4/15/2016 18:17,4/17/2016 3:09,0,,,,,,,,,,,,,73000,1200,25000,514000,334000,0,947200
20160144,21984,2016,4/16/2016 3:00 AM,32147,MARATHON PIPE LINE LLC,"ROBINSON TO MT. VERNON 10""",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CRAWLEYVILLE ,GIBSON ,IN,38.27373,-87.85166,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,854,,0,854,NO,NO,YES,4/15/2016 10:52,6/27/2016 15:02,0,,,,,,,,,,,,,7701361,44800,0,1750789,0,0,9496950
20160146,21908,2016,4/16/2016 11:30 PM,31684,PHILLIPS 66 PIPELINE LLC,HS&P,ONSHORE,UNDERGROUND,CRUDE OIL,,,LOMPOC,SANTA BARBARA,CA,34.723949,-120.433842,CORROSION,EXTERNAL,18,,18,0,NO,NO,YES,4/16/2016 23:30,4/26/2016 15:00,0,,,,,,,,,,,,,15000,720,30000,222000,75000,0,342720
20160152,21382,2016,4/19/2016 4:00 AM,26085,"PLAINS MARKETING, L.P.",ST JAMES TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,,SAINT JAMES,SAINT JAMES,LA,30.0039,-90.8566,CORROSION,INTERNAL,123,,123,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,4920,28000,502315,43891,0,579126
20160153,21383,2016,4/19/2016 8:35 AM,300,"PLAINS PIPELINE, L.P.",COTTON DRAW STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,JAL,LEA,NM,32.0757,-103.67049,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,190,,190,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,3600,0,8500,350000,0,362100
20160416,22049,2016,4/20/2016 11:15 AM,39302,"REPUBLIC MIDSTREAM, LLC",144 TO DEWITT,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,LAVACA,TX,29.368056,-97.204444,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,6,,4,2,NO,NO,YES,4/20/2016 11:30,4/21/2016 8:00,0,,,,,,,,,,,,,0,0,0,0,360000,0,360000
20160125,21495,2016,4/20/2016 2:30 PM,26149,ALYESKA PIPELINE SERVICE CO,"PUMP STATION 5, TANK 150",ONSHORE,TANK,CRUDE OIL,,,,Not Within a County or Parish,AK,66.812823,-150.662681,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,,0,0,YES,NO,YES,4/20/2016 14:38,4/20/2016 23:30,0,,,,,,,,,,,,,42000,0,0,359000,0,0,401000
20160149,21378,2016,4/20/2016 4:37 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",WOOD STATION,ONSHORE,TANK,CRUDE OIL,,,,GAINES COUNTY,TX,32.756261,-102.719861,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,32,,30,2,NO,NO,NO,,,0,,,,,,,,,,,,,1000,90,0,4365,16000,7973,29428
20160155,21524,2016,4/21/2016 6:30 AM,39183,"MEDALLION OPERATING COMPANY, LLC",HOWARD FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,HOWARD,TX,32.21265,-101.54602,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,40,,40,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,1800,5000,6500,5500,0,19800
20160154,21384,2016,4/21/2016 1:10 PM,31684,PHILLIPS 66 PIPELINE LLC,WT-10 / SLAUGHTER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,COCHRAN,TX,33.404778,-102.751036,INCORRECT OPERATION,INCORRECT INSTALLATION,0.17,,0.17,0,NO,NO,NO,,,0,,,,,,,,,,,,,100,10,0,0,500,0,610
20160150,21379,2016,4/23/2016 9:00 AM,22442,WEST TEXAS GULF PIPELINE CO,WTG-RANGER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,RANGER,EASTLAND,TX,32.49829,-98.63621,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4,,4,0,NO,NO,YES,4/23/2016 9:40,4/27/2016 8:39,0,,,,,,,,,,,,,14321,0,0,3500,4500,0,22321
20160142,21367,2016,4/24/2016 5:00 AM,2162,DOW PIPELINE CO - CAYUSE,GCPL_CA (MT BELVIEU TO HWY 1148)_8IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,PLAQUEMINE,IBERVILLE,LA,30.318509,-91.2576912,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.7,0,0,0.7,NO,NO,YES,4/24/2016 6:05,5/4/2016 14:00,0,,,,,,,,,,,,,6000,300,0,0,0,0,6300
20160156,21754,2016,4/24/2016 11:35 PM,32099,ENERGY TRANSFER COMPANY,RIO BRAVO CRUDE PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,CORPUS CHRISTI,NUECES,TX,27.8125,-97.5036,CORROSION,INTERNAL,15,,15,0,NO,NO,YES,4/24/2016 11:35,4/27/2016 16:00,0,,,,,,,,,,,,,2500,600,0,500,23000,0,26600
20160158,21392,2016,4/26/2016 7:16 AM,32117,"ENLINK PROCESSING SERVICES, LLC",CROSSROADS STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,IBERVILLE PARISH,LA,30.056628,-91.13616,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,47.62,0,0,47.62,NO,NO,YES,4/26/2016 7:16,4/26/2016 8:16,0,,,,,,,,,,,,,500,1300,0,0,0,0,1800
20160147,21631,2016,4/28/2016 10:40 AM,39149,IMTT-BAYONNE,IMTT-BAYONNE TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BAYONNE,HUDSON,NJ,40.657792,-74.091888,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,150,,140,10,NO,NO,NO,,,0,,,,,,,,,,,,,1000,0,0,5000,0,0,6000
20160160,21395,2016,4/28/2016 10:45 AM,31476,ROSE ROCK MIDSTREAM L.P.,HANSTON STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,,STAFFORD,KS,38.093693,-98.682561,CORROSION,INTERNAL,4,,4,0,NO,NO,YES,4/28/2016 10:46,5/2/2016 13:45,0,,,,,,,,,,,,,12500,60,500,2500,612,0,16172
20160151,21380,2016,4/28/2016 2:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND STATION,ONSHORE,TANK,CRUDE OIL,,,MIDLAND,MIDLAND,TX,32.020434,-102.014998,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,,0.1,0,NO,NO,NO,,,0,,,,,,,,,,,,,700,20,0,0,0,0,720
20160164,21403,2016,5/1/2016 7:00 AM,300,"PLAINS PIPELINE, L.P.",LIBERTY TERMINAL,ONSHORE,TANK,CRUDE OIL,,,LIBERTY,AMITE,MS,31.169097,-90.775614,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,14,,14,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,7000,0,0,7000
20160162,21614,2016,5/4/2016 2:00 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TULSA,TULSA,OK,36.13218,-96.0299,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,50,,23.5,26.5,NO,NO,YES,5/4/2016 14:00,5/5/2016 19:45,0,,,,,,,,,,,,,3300,2226,0,35500,58000,5000,104026
20160167,21412,2016,5/5/2016 12:17 PM,31684,PHILLIPS 66 PIPELINE LLC,BORGER DENVER PIPELINE / MP205.8 VALVE ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,,OTERO,CO,38.008562,-103.499971,INCORRECT OPERATION,INCORRECT INSTALLATION,91.1,,11,80.1,NO,NO,YES,5/5/2016 13:20,5/7/2016 16:00,0,,,,,,,,,,,,,5500,5000,0,72000,150000,0,232500
20160161,21398,2016,5/5/2016 3:15 PM,32099,ENERGY TRANSFER COMPANY,WEST TEXAS GATEWAY 16IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,OZONA,CROCKETT,TX,30.684,-101.27111,ALL OTHER CAUSES,MISCELLANEOUS,694,0,0,694,NO,NO,YES,5/5/2016 15:15,5/5/2016 15:39,0,,,,,,,,,,,,,0,11104,0,0,0,0,11104
20160169,21893,2016,5/5/2016 4:16 PM,32099,ENERGY TRANSFER COMPANY,BADEN UNDERGROUND STORAGE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,MARTIN,TX,32.090307,-101.8809,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,63,0,0,63,NO,NO,YES,5/5/2016 16:39,5/5/2016 22:40,0,,,,,,,,,,,,,100,1008,0,0,0,0,1108
20160168,21879,2016,5/5/2016 7:15 PM,19410,THUMS LONG BEACH CO,PARCEL A LEASE,ONSHORE,UNDERGROUND,CRUDE OIL,,,LONG BEACH,LOS ANGELES,CA,33.758661,-118.203322,CORROSION,EXTERNAL,2.98,,2.98,0,NO,NO,YES,5/5/2016 19:30,9/13/2016 13:00,0,,,,,,,,,,,,,7000,120,0,3000,0,0,10120
20160165,21970,2016,5/6/2016 2:30 PM,1845,"BUCKEYE PARTNERS, LP",MILAN STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BOWMAN TOWNSHIP,SULLIVAN,MO,40.203877,-93.32611,ALL OTHER CAUSES,UNKNOWN,0.48,,0.48,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,47,0,5000,5000,0,11047
20160170,21957,2016,5/6/2016 2:56 PM,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",COUNTRYMARK RURAL REGULATED GATHERING SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,POSEY,IN,37.94181,-87.90508,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.6,,0.6,0,NO,NO,YES,5/6/2016 14:56,5/7/2016 8:49,0,,,,,,,,,,,,,3404,23,0,1906,0,0,5333
20160171,21956,2016,5/6/2016 2:56 PM,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",COUNTRYMARK RURAL REGULATED GATHERING SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,POSEY,IN,37.94261,-87.91559,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,2.4,,2.3,0.1,NO,NO,YES,5/6/2016 14:56,5/7/2016 11:35,0,,,,,,,,,,,,,9404,91,0,20435,0,0,29930
20160166,21789,2016,5/7/2016 7:45 AM,32258,KINDER MORGAN COCHIN LLC,ROGERS PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,CONDENSATE,,BARNES,ND,47.0966335,-98.2676588,INCORRECT OPERATION,INCORRECT INSTALLATION,1.48,,1.48,0,NO,NO,YES,5/7/2016 8:09,5/7/2016 11:46,0,,,,,,,,,,,,,20,68,0,780,23300,0,24168
20160175,21712,2016,5/8/2016 9:10 AM,39012,"SUMMIT MIDSTREAM PARTNERS, LLC",GLOBAL TANK YARD,ONSHORE,TANK,CRUDE OIL,,,,BURKE,ND,48.888796,-102.738899,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,31,,31,0,NO,NO,NO,,,0,,,,,,,,,,,,,100,1488,0,0,66887,0,68475
20160172,21421,2016,5/9/2016 11:40 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",DES MOINES TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,DES MOINES,POLK,IA,41.56244,-93.52198,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,,0.78,0.22,NO,NO,YES,5/9/2016 23:40,5/10/2016 0:30,0,,,,,,,,,,,,,10,90,0,25000,5000,0,30100
20160174,22031,2016,5/10/2016 11:00 AM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",MP 178 - CONWAY NH3,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,,PRATT,KS,37.64292,-98.84963,CORROSION,EXTERNAL,37.5,0,37.5,0,NO,NO,YES,5/10/2016 11:00,5/13/2016 19:05,0,,,,,,,,,,,,,80000,2016,250,103869,178316,10000,374451
20160178,21430,2016,5/10/2016 2:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,HOUSTON SHIP CHANNEL,ONSHORE,TANK,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.747375,-95.130697,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,,0.01,0,YES,NO,NO,,,0,,,,,,,,,,,,,150,5,0,0,0,0,155
20160176,21619,2016,5/11/2016 9:30 AM,1845,"BUCKEYE PARTNERS, LP",BOOTH STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BOOTHWYN,DELAWARW,PA,39.846972,-75.495014,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.6,,0.6,0,NO,NO,NO,,,0,,,,,,,,,,,,,5000,0,0,1000,1000,0,7000
20160177,21584,2016,5/12/2016 6:51 AM,31555,KINDER MORGAN CO2 CO. LP,POQUITA STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,,ROSWELL,CHAVES,NM,33.96455,-104.58069,INCORRECT OPERATION,INCORRECT VALVE POSITION,70,0,0,70,NO,NO,NO,,,0,,,,,,,,,,,,,0,170,0,0,0,0,170
20160159,21572,2016,5/13/2016 12:15 PM,31174,"SHELL PIPELINE CO., L.P.",ACADIAN TANK FARM,ONSHORE,TANK,CRUDE OIL,,,ST. JAMES,ST. JAMES,LA,30.0166509,-90.844778,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,5.8,,5.8,0,NO,NO,NO,,,0,,,,,,,,,,,,,50000,0,0,10000,0,0,60000
20160173,21630,2016,5/14/2016 12:30 PM,39149,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BAYONNE,HUDSON,NJ,40.650953,-74.119835,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,,0,2,NO,NO,NO,,,0,,,,,,,,,,,,,8000,0,0,12300,0,0,20300
20160181,21624,2016,5/15/2016 12:35 PM,31684,PHILLIPS 66 PIPELINE LLC,PASADENA TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,29.715674,-95.178747,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3.61,,3.61,0,NO,NO,NO,,,0,,,,,,,,,,,,,24000,350,0,107000,7500,0,138850
20160179,21433,2016,5/15/2016 3:00 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",CMS3-STATION AT TEXAS CITY MARATHON REFINERY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TEXAS CITY,GALVESTON,TX,29.36557,-94.93976,CORROSION,INTERNAL,10,,10,0,NO,NO,NO,,,0,,,,,,,,,,,,,25000,500,0,80000,80000,0,185500
20160183,21684,2016,5/16/2016 2:35 AM,22855,"KOCH PIPELINE COMPANY, L.P.",FHR INGLESIDE TANK,ONSHORE,TANK,CRUDE OIL,,,INGLESIDE,SAN PATRICIO,TX,27.829677,-97.197331,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,5,,5,0,NO,NO,YES,5/16/2016 2:45,5/16/2016 10:10,0,,,,,,,,,,,,,7747,0,0,433856,0,0,441603
20160182,21438,2016,5/16/2016 6:10 AM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",GALENA PARK TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,GALENA PARK,HARRIS,TX,29.7474,-95.20457,INCORRECT OPERATION,OTHER INCORRECT OPERATION,38,,38,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,1300,0,8000,7500,0,16800
20160185,21445,2016,5/17/2016 12:44 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CANJ 801,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,LINDEN,UNION,NJ,40.60614,-74.23521,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.14,,0,0.14,NO,NO,YES,5/17/2016 12:44,5/20/2016 10:00,0,,,,,,,,,,,,,3000,0,0,0,20000,0,23000
20160180,21435,2016,5/19/2016 6:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,32.019332,-102.016355,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.1,,0.1,0,NO,NO,YES,5/19/2016 6:50,5/19/2016 9:00,0,,,,,,,,,,,,,800,20,0,0,0,0,820
20160184,21575,2016,5/20/2016 12:35 AM,31174,"SHELL PIPELINE CO., L.P.",NORTH 20,ONSHORE,UNDERGROUND,CRUDE OIL,,,TRACY,ALAMEDA,CA,37.72926,-121.55971,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,500,,400,100,NO,NO,YES,5/20/2016 0:37,5/23/2016 13:00,0,,,,,,,,,,,,,1330000,0,25000,1585000,1600000,0,4540000
20160188,21449,2016,5/20/2016 2:21 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TOCA LATERAL TO VALERO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,LULING,ST. CHARLES,LA,29.916355,-90.322616,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.1,0,0,0.1,NO,NO,YES,5/20/2016 15:10,5/28/2016 15:50,0,,,,,,,,,,,,,60000,1,0,0,0,0,60001
20160186,21444,2016,5/21/2016 7:10 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,JONES CREEK,BRAZORIA,TX,28.949425,-95.430279,CORROSION,INTERNAL,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,25,0,0,0,0,25
20160187,21947,2016,5/23/2016 12:35 PM,31672,"CHAPARRAL ENERGY, LLC",COFFEYVILLE CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,,OSAGE,OK,36.8480438,-96.35539,CORROSION,EXTERNAL,24,6692,0,24,NO,NO,YES,5/23/2016 17:00,5/27/2016 4:30,0,,,,,,,,,,,,,8000,50,0,0,0,0,8050
20160191,21453,2016,5/23/2016 7:48 PM,32109,"ONEOK NGL PIPELINE, LLC",ONEOK STERLING 1 PIPELINE ,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,LIBERTY,TX,30.314425,-95.016202,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.16,0,0,0.16,NO,NO,YES,5/23/2016 19:48,5/23/2016 21:46,0,,,,,,,,,,,,,50,7,0,150,0,0,207
20160195,21713,2016,5/24/2016 1:45 PM,31570,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,TANK,CRUDE OIL,,,,RICHLAND COUNTY,MT,47.7606333,-104.3565111,ALL OTHER CAUSES,UNKNOWN,0,,0,0,YES,NO,NO,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0
